01/02/2020 23:56:21,4
02/02/2020 00:16:23,4
02/02/2020 00:36:26,6
02/02/2020 00:56:28,7
02/02/2020 01:16:31,8
02/02/2020 01:36:33,6
02/02/2020 11:11:36,9
02/02/2020 11:31:38,10
02/02/2020 11:51:41,9
02/02/2020 12:11:43,8
02/02/2020 12:31:46,9
02/02/2020 12:51:48,10
02/02/2020 13:11:50,8
02/02/2020 16:06:10,12
02/02/2020 16:26:14,9
02/02/2020 16:46:18,12
02/02/2020 17:06:21,13
02/02/2020 18:52:53,14
02/02/2020 19:12:56,14
02/02/2020 19:32:59,15
02/02/2020 19:53:03,11
02/02/2020 20:13:07,12
02/02/2020 20:33:11,9
02/02/2020 20:53:15,10
02/02/2020 21:14:32,10
02/02/2020 21:34:35,10
02/02/2020 21:54:39,11
02/02/2020 22:36:50,10
02/02/2020 22:56:53,9
02/02/2020 23:19:28,8
02/02/2020 23:39:31,7
02/02/2020 23:59:36,6
03/02/2020 00:19:40,7
03/02/2020 00:39:43,8
03/02/2020 00:59:47,8
03/02/2020 01:19:51,9
03/02/2020 14:59:28,8
03/02/2020 15:19:31,6
03/02/2020 18:35:03,11
03/02/2020 21:22:21,9
03/02/2020 21:42:25,9
03/02/2020 22:02:28,10
03/02/2020 22:22:32,12
03/02/2020 22:42:36,10
03/02/2020 23:02:39,9
03/02/2020 23:22:43,8
03/02/2020 23:45:15,8
04/02/2020 00:05:18,5
04/02/2020 00:25:22,5
04/02/2020 00:45:26,8
04/02/2020 01:05:30,7
04/02/2020 01:25:33,7
04/02/2020 01:45:37,5
