
27/01/2020 17:00:54,14
27/01/2020 17:06:56,14
27/01/2020 17:12:59,15
27/01/2020 17:19:01,15
27/01/2020 17:25:03,15
27/01/2020 17:31:05,15
27/01/2020 17:37:08,15
27/01/2020 17:43:10,16
27/01/2020 17:49:12,16
27/01/2020 17:55:14,16
27/01/2020 18:01:17,16
31/01/2020 13:53:20,9
31/01/2020 13:53:24,9
31/01/2020 13:54:36,10
31/01/2020 14:00:38,10
31/01/2020 14:06:41,11
31/01/2020 14:12:43,11
31/01/2020 14:18:45,11
31/01/2020 14:24:48,11
31/01/2020 14:30:50,12
31/01/2020 14:36:52,11
31/01/2020 14:42:55,12
31/01/2020 14:48:57,11
31/01/2020 14:55:00,11
31/01/2020 15:01:02,11
31/01/2020 15:07:04,11
31/01/2020 15:13:07,11
31/01/2020 15:19:09,11
31/01/2020 15:25:11,11
31/01/2020 15:31:14,11
31/01/2020 15:37:16,11
31/01/2020 15:43:18,11
31/01/2020 19:09:30,16
31/01/2020 19:15:32,16
31/01/2020 19:21:34,13
31/01/2020 19:27:37,13
31/01/2020 19:33:39,11
31/01/2020 19:39:41,11
31/01/2020 19:45:44,11
31/01/2020 19:51:46,11
31/01/2020 19:57:48,11
31/01/2020 20:03:51,12
31/01/2020 20:09:53,13
31/01/2020 20:15:55,14
31/01/2020 20:21:57,13
31/01/2020 20:27:59,12
31/01/2020 20:34:02,12
31/01/2020 20:40:04,12
31/01/2020 20:46:06,13
31/01/2020 20:52:08,14
01/02/2020 23:56:27,16
